NIK,Nama,Tempat Lahir,Tanggal Lahir,Jenis Kelamin,Gol. Darah,Alamat,RT/RW,Kel/Desa,Kecamatan,Agama,Status Perkawinan,Pekerjaan,Kewarganegaraan,Berlaku Hingga
1602412111828485,Herman Wijaya,Singaraja,21-11-1982,Laki-Laki,AB,Jalan Merdeka No.138,13/04,Tanjungsari,Tapos,Islam,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
1352041006802718,Budi Hidayat,Gianyar,10-06-1980,Laki-Laki,AB,Jalan Sudirman No.194,07/06,Cibubur,Tapos,Katolik,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
2408825807035546,Lestari Santoso,Madiun,18-07-2003,Perempuan,B,Jalan Diponegoro No.5,02/09,Cibubur,Pancoran Mas,Hindu,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
4186666409472127,Indah Saputra,Solok,24-09-1947,Perempuan,A,Jalan Merdeka No.186,18/06,Mekarjaya,Cengkareng,Konghucu,Kawin,Guru,WNI,Seumur Hidup
1604591808899669,Teguh Hidayat,Malang,18-08-1989,Laki-Laki,O,Jalan Gajah Mada No.33,14/04,Kebon Kacang,Cibadak,Konghucu,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
2528720906988616,Joko Saputra,Jakarta Barat,09-06-1998,Laki-Laki,AB,Jalan Gajah Mada No.55,08/15,Tanah Abang,Pancoran Mas,Kristen,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
3426620103452267,Ahmad Wijaya,Magelang,01-03-1945,Laki-Laki,O,Jalan Diponegoro No.47,12/02,Cibubur,Sukajaya,Katolik,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
1844726306801154,Putri Hidayat,Denpasar,23-06-1980,Perempuan,O,Jalan Diponegoro No.169,06/23,Kebon Jeruk,Beji,Kristen,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
2085565507045872,Sunarti Santoso,Malang,15-07-2004,Perempuan,AB,Jalan Diponegoro No.92,08/24,Mekarjaya,Cibadak,Kristen,Cerai Hidup,Wartawan,WNI,Seumur Hidup
4117496006781214,Murni Sutrisno,Bantul,20-06-1978,Perempuan,B,Jalan Gajah Mada No.141,04/23,Sindangsari,Cipayung,Islam,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
2604335710060862,Sunarti Wijaya,Kulon Progo,17-10-2006,Perempuan,B,Jalan Merdeka No.65,16/06,Cilincing,Sukmajaya,Katolik,Belum Kawin,Pegawai Swasta,WNI,Seumur Hidup
2052194301834766,Zahra Setiawan,Gunungkidul,03-01-1983,Perempuan,B,Jalan Sudirman No.64,15/06,Purnawarman,Tapos,Islam,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
4167330307047791,Hendra Hidayat,Payakumbuh,03-07-2004,Laki-Laki,A,Jalan Thamrin No.20,20/08,Tanjungsari,Pancoran Mas,Hindu,Belum Kawin,Buruh,WNI,Seumur Hidup
1833371008934687,Joko Pratama,Ubud,10-08-1993,Laki-Laki,AB,Jalan Sudirman No.51,10/10,Mekarjaya,Sukajaya,Kristen,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
3391175401820633,Indah Hidayat,Kampar,14-01-1982,Perempuan,A,Jalan Sudirman No.37,15/21,Tanah Abang,Tapos,Konghucu,Kawin,Wiraswasta,WNI,Seumur Hidup
1202651002719712,Gunawan Saputra,Medan,10-02-1971,Laki-Laki,B,Jalan Sudirman No.49,07/22,Karanganyar,Sukajaya,Islam,Belum Kawin,Wartawan,WNI,Seumur Hidup
1608580204569162,Budi Wahyudi,Balikpapan,02-04-1956,Laki-Laki,O,Jalan Gajah Mada No.61,08/20,Desakota,Sukajaya,Islam,Cerai Hidup,Buruh,WNI,Seumur Hidup
2913222702653234,Yusuf Sutrisno,Siak,27-02-1965,Laki-Laki,AB,Jalan Sudirman No.57,10/15,Mekarjaya,Cengkareng,Islam,Belum Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
2186575105758817,Sunarti Hidayat,Kutai Barat,11-05-1975,Perempuan,O,Jalan Sudirman No.135,09/05,Tanjungsari,Pancoran Mas,Katolik,Kawin,Karyawan Honorer,WNI,Seumur Hidup
1837932006558911,Teguh Santoso,Gunungkidul,20-06-1955,Laki-Laki,B,Jalan Thamrin No.91,05/13,Tanjungsari,Kemayoran,Hindu,Belum Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
3441761702756484,Budi Wibowo,Binjai,17-02-1975,Laki-Laki,B,Jalan Merdeka No.185,08/24,Cilincing,Pancoran Mas,Islam,Belum Kawin,Wiraswasta,WNI,Seumur Hidup
4151685306850544,Murni Sutrisno,Padang,13-06-1985,Perempuan,A,Jalan Merdeka No.178,17/15,Sindangsari,Cilandak,Katolik,Kawin,Karyawan Honorer,WNI,Seumur Hidup
3411396003655152,Putri Wibowo,Bukittinggi,20-03-1965,Perempuan,A,Jalan Merdeka No.114,05/02,Tanah Abang,Sukmajaya,Islam,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
1309240402849098,Yusuf Purnomo,Balikpapan,04-02-1984,Laki-Laki,B,Jalan Thamrin No.39,08/06,Sukamaju,Sukmajaya,Katolik,Belum Kawin,Buruh,WNI,Seumur Hidup
2980641905790630,Herman Pratama,Sleman,19-05-1979,Laki-Laki,O,Jalan Sudirman No.71,12/11,Desakota,Cilandak,Kristen,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
2703180807014386,Ahmad Saputra,Magelang,08-07-2001,Laki-Laki,O,Jalan Sudirman No.168,15/07,Cilincing,Sukmajaya,Kristen,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
1833371406679480,Budi Setiawan,Cirebon,14-06-1967,Laki-Laki,O,Jalan Gajah Mada No.111,07/18,Tanjungsari,Pancoran Mas,Katolik,Kawin,Guru,WNI,Seumur Hidup
2838875006076318,Dewi Santoso,Jakarta Pusat,10-06-2007,Perempuan,A,Jalan Thamrin No.178,16/12,Kebon Kacang,Tapos,Kristen,Belum Kawin,Karyawan Honorer,WNI,Seumur Hidup
3126786811935914,Kartika Setiawan,Surabaya,28-11-1993,Perempuan,B,Jalan Merdeka No.52,11/20,Tanah Abang,Cengkareng,Buddha,Kawin,Guru,WNI,Seumur Hidup
1508115308648283,Indah Saputra,Solok,13-08-1964,Perempuan,O,Jalan Merdeka No.62,11/18,Sukamaju,Cilandak,Katolik,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
1680941903792080,Gunawan Santoso,Gianyar,19-03-1979,Laki-Laki,O,Jalan Sudirman No.148,03/15,Karanganyar,Sukajaya,Katolik,Belum Kawin,Wartawan,WNI,Seumur Hidup
2265700711512417,Budi Setiawan,Pekanbaru,07-11-1951,Laki-Laki,O,Jalan Diponegoro No.109,01/15,Desakota,Cibadak,Islam,Kawin,Wartawan,WNI,Seumur Hidup
1323625702635500,Dwi Purnomo,Jakarta Pusat,17-02-1963,Perempuan,AB,Jalan Gajah Mada No.193,17/19,Kebon Jeruk,Cilandak,Islam,Belum Kawin,Buruh,WNI,Seumur Hidup
2268085305667570,Lestari Saputra,Surabaya,13-05-1966,Perempuan,O,Jalan Merdeka No.109,18/17,Desakota,Tapos,Konghucu,Belum Kawin,Wiraswasta,WNI,Seumur Hidup
3183561909960559,Gunawan Saputra,Gianyar,19-09-1996,Laki-Laki,AB,Jalan Thamrin No.70,01/18,Sindangsari,Beji,Hindu,Kawin,Wartawan,WNI,Seumur Hidup
4053972503530915,Teguh Wijaya,Jakarta Utara,25-03-1953,Laki-Laki,O,Jalan Merdeka No.115,16/06,Tanah Abang,Cilandak,Katolik,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
2650342812837209,Budi Pratama,Jakarta Utara,28-12-1983,Laki-Laki,B,Jalan Sudirman No.100,11/07,Desakota,Pancoran Mas,Buddha,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
3274385812920354,Murni Hidayat,Dumai,18-12-1992,Perempuan,O,Jalan Merdeka No.134,01/14,Tanjungsari,Beji,Kristen,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
2587015905590719,Putri Saputra,Jakarta Pusat,19-05-1959,Perempuan,AB,Jalan Gajah Mada No.200,14/10,Purnawarman,Cengkareng,Katolik,Cerai Hidup,Guru,WNI,Seumur Hidup
2573062112935027,Budi Sutrisno,Cirebon,21-12-1993,Laki-Laki,A,Jalan Diponegoro No.68,08/22,Sindangsari,Kemayoran,Buddha,Belum Kawin,Pegawai Swasta,WNI,Seumur Hidup
3480886303616562,Lestari Wijaya,Sawahlunto,23-03-1961,Perempuan,B,Jalan Merdeka No.22,11/03,Tanah Abang,Cipayung,Katolik,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
4040566001060153,Kartika Setiawan,Singaraja,20-01-2006,Perempuan,B,Jalan Merdeka No.192,16/12,Kebon Kacang,Cengkareng,Kristen,Kawin,Buruh,WNI,Seumur Hidup
4025124909010778,Kartika Wibowo,Jakarta Barat,09-09-2001,Perempuan,B,Jalan Thamrin No.114,14/03,Sindangsari,Pancoran Mas,Kristen,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
3929012609546101,Teguh Pratama,Bogor,26-09-1954,Laki-Laki,AB,Jalan Sudirman No.101,11/10,Cibubur,Cilandak,Buddha,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
4048156111036380,Indah Wibowo,Yogyakarta,21-11-2003,Perempuan,O,Jalan Thamrin No.126,17/13,Sukamaju,Cibadak,Kristen,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
3437382209673502,Herman Hidayat,Sawahlunto,22-09-1967,Laki-Laki,A,Jalan Thamrin No.51,12/11,Karanganyar,Pancoran Mas,Konghucu,Kawin,Karyawan Honorer,WNI,Seumur Hidup
1851784912028725,Dwi Wahyudi,Singaraja,09-12-2002,Perempuan,A,Jalan Thamrin No.61,18/09,Tanah Abang,Pancoran Mas,Hindu,Belum Kawin,Karyawan Honorer,WNI,Seumur Hidup
2988275912077148,Zahra Wahyudi,Sleman,19-12-2007,Perempuan,O,Jalan Thamrin No.40,05/14,Desakota,Tapos,Kristen,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
1736105505461388,Murni Setiawan,Jakarta Selatan,15-05-1946,Perempuan,O,Jalan Diponegoro No.124,03/19,Desakota,Cilandak,Hindu,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
3556571506746241,Hendra Santoso,Bantul,15-06-1974,Laki-Laki,A,Jalan Merdeka No.106,04/20,Tanjungsari,Pancoran Mas,Islam,Belum Kawin,Karyawan Honorer,WNI,Seumur Hidup
4345544308055406,Putri Purnomo,Jakarta Barat,03-08-2005,Perempuan,O,Jalan Diponegoro No.34,09/02,Tanjungsari,Kemayoran,Katolik,Belum Kawin,Buruh,WNI,Seumur Hidup
3583581608701480,Hendra Wahyudi,Tanjungbalai,16-08-1970,Laki-Laki,B,Jalan Sudirman No.132,06/08,Purnawarman,Tapos,Buddha,Belum Kawin,Guru,WNI,Seumur Hidup
1991386704056652,Dwi Pratama,Yogyakarta,27-04-2005,Perempuan,O,Jalan Diponegoro No.127,15/18,Cilincing,Pancoran Mas,Kristen,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
4168311011997847,Gunawan Wibowo,Yogyakarta,10-11-1999,Laki-Laki,AB,Jalan Diponegoro No.1,06/23,Sindangsari,Tapos,Islam,Kawin,Buruh,WNI,Seumur Hidup
3741700502795059,Teguh Wijaya,Jakarta Selatan,05-02-1979,Laki-Laki,B,Jalan Diponegoro No.132,02/05,Kebon Kacang,Kemayoran,Hindu,Kawin,Wiraswasta,WNI,Seumur Hidup
2845281410793775,Herman Wahyudi,Kediri,14-10-1979,Laki-Laki,B,Jalan Sudirman No.31,02/19,Karanganyar,Cilandak,Katolik,Belum Kawin,Wiraswasta,WNI,Seumur Hidup
4290532307614682,Yusuf Santoso,Semarang,23-07-1961,Laki-Laki,AB,Jalan Diponegoro No.41,15/23,Kebon Kacang,Sukmajaya,Katolik,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
3541586007507891,Lestari Wijaya,Kediri,20-07-1950,Perempuan,AB,Jalan Sudirman No.13,10/23,Kebon Jeruk,Cengkareng,Buddha,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
3648881405035124,Budi Setiawan,Tebing Tinggi,14-05-2003,Laki-Laki,B,Jalan Gajah Mada No.32,17/19,Desakota,Cengkareng,Islam,Belum Kawin,Pegawai Negeri,WNI,Seumur Hidup
4380352409693652,Wahyu Wahyudi,Tebing Tinggi,24-09-1969,Laki-Laki,B,Jalan Merdeka No.98,07/19,Cibubur,Sukmajaya,Kristen,Cerai Hidup,Buruh,WNI,Seumur Hidup
1808480309869235,Hendra Sutrisno,Siak,03-09-1986,Laki-Laki,AB,Jalan Sudirman No.167,10/04,Kebon Kacang,Cengkareng,Kristen,Cerai Hidup,Buruh,WNI,Seumur Hidup
2581731708790799,Budi Wahyudi,Binjai,17-08-1979,Laki-Laki,B,Jalan Gajah Mada No.97,04/01,Tanah Abang,Cibadak,Katolik,Belum Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
3665714908998956,Dewi Saputra,Denpasar,09-08-1999,Perempuan,A,Jalan Merdeka No.68,02/11,Kebon Kacang,Cilandak,Katolik,Kawin,Pegawai Swasta,WNI,Seumur Hidup
3886754604482436,Sunarti Setiawan,Blitar,06-04-1948,Perempuan,A,Jalan Thamrin No.151,13/10,Cibubur,Cibadak,Hindu,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
2563122601480508,Hendra Saputra,Balikpapan,26-01-1948,Laki-Laki,AB,Jalan Diponegoro No.128,01/12,Tanjungsari,Pancoran Mas,Kristen,Belum Kawin,Wiraswasta,WNI,Seumur Hidup
3364212605697387,Ahmad Wijaya,Gunungkidul,26-05-1969,Laki-Laki,O,Jalan Gajah Mada No.14,20/10,Sindangsari,Beji,Katolik,Cerai Hidup,Buruh,WNI,Seumur Hidup
4081841912924936,Joko Saputra,Sawahlunto,19-12-1992,Laki-Laki,AB,Jalan Gajah Mada No.115,14/18,Purnawarman,Beji,Islam,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
3877035903623136,Fitri Wahyudi,Dumai,19-03-1962,Perempuan,A,Jalan Diponegoro No.87,20/24,Cilincing,Sukajaya,Konghucu,Kawin,Buruh,WNI,Seumur Hidup
4364876508042694,Sunarti Purnomo,Yogyakarta,25-08-2004,Perempuan,A,Jalan Merdeka No.192,14/08,Purnawarman,Cipayung,Konghucu,Belum Kawin,Karyawan Honorer,WNI,Seumur Hidup
4393514403654034,Putri Wibowo,Medan,04-03-1965,Perempuan,AB,Jalan Gajah Mada No.170,05/22,Cilincing,Tapos,Buddha,Cerai Hidup,Wartawan,WNI,Seumur Hidup
3733525004967301,Murni Sutrisno,Pekanbaru,10-04-1996,Perempuan,A,Jalan Thamrin No.30,07/09,Purnawarman,Cilandak,Buddha,Belum Kawin,Pegawai Swasta,WNI,Seumur Hidup
3293922302879162,Budi Purnomo,Semarang,23-02-1987,Laki-Laki,AB,Jalan Diponegoro No.9,11/20,Cilincing,Cipayung,Katolik,Kawin,Pegawai Negeri,WNI,Seumur Hidup
2529421311883279,Teguh Setiawan,Surakarta,13-11-1988,Laki-Laki,B,Jalan Diponegoro No.13,10/09,Kebon Jeruk,Sukajaya,Islam,Belum Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
1787634905687006,Fitri Wibowo,Blitar,09-05-1968,Perempuan,A,Jalan Sudirman No.49,03/19,Cibubur,Sukmajaya,Kristen,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
1595082102975515,Joko Purnomo,Kulon Progo,21-02-1997,Laki-Laki,B,Jalan Sudirman No.174,05/24,Kebon Jeruk,Cengkareng,Islam,Belum Kawin,Pegawai Swasta,WNI,Seumur Hidup
3048236702777115,Dwi Hidayat,Kampar,27-02-1977,Perempuan,A,Jalan Thamrin No.58,11/14,Sindangsari,Cilandak,Buddha,Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
3041712605482231,Ahmad Wahyudi,Tanjungbalai,26-05-1948,Laki-Laki,B,Jalan Thamrin No.199,18/04,Karanganyar,Cengkareng,Kristen,Belum Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
1436862106543747,Wahyu Wahyudi,Semarang,21-06-1954,Laki-Laki,AB,Jalan Thamrin No.73,02/07,Tanjungsari,Cilandak,Hindu,Kawin,Pegawai Swasta,WNI,Seumur Hidup
4314495604617931,Zahra Wijaya,Magelang,16-04-1961,Perempuan,AB,Jalan Sudirman No.50,17/05,Tanah Abang,Tapos,Buddha,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
1739831505877105,Herman Wijaya,Malang,15-05-1987,Laki-Laki,A,Jalan Diponegoro No.96,07/05,Mekarjaya,Cengkareng,Katolik,Belum Kawin,Pegawai Negeri,WNI,Seumur Hidup
3649175711784940,Murni Sutrisno,Medan,17-11-1978,Perempuan,B,Jalan Gajah Mada No.144,06/01,Sukamaju,Cipayung,Buddha,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
3767286812580809,Lestari Saputra,Ubud,28-12-1958,Perempuan,A,Jalan Gajah Mada No.35,13/18,Cibubur,Cilandak,Konghucu,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
2671042612004625,Herman Pratama,Bukittinggi,26-12-2000,Laki-Laki,O,Jalan Sudirman No.151,20/10,Desakota,Sukmajaya,Hindu,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
3605952805861407,Budi Hidayat,Siak,28-05-1986,Laki-Laki,AB,Jalan Sudirman No.15,14/03,Tanah Abang,Beji,Hindu,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
2470995402662367,Dewi Santoso,Madiun,14-02-1966,Perempuan,A,Jalan Thamrin No.148,14/22,Karanganyar,Sukmajaya,Buddha,Cerai Hidup,Wartawan,WNI,Seumur Hidup
3259335301653481,Indah Wibowo,Surabaya,13-01-1965,Perempuan,B,Jalan Thamrin No.112,18/20,Tanjungsari,Cengkareng,Islam,Belum Kawin,Karyawan Honorer,WNI,Seumur Hidup
2863142210988278,Yusuf Pratama,Tanjungbalai,22-10-1998,Laki-Laki,A,Jalan Thamrin No.96,16/14,Tanah Abang,Pancoran Mas,Kristen,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
1647415407461765,Dewi Sutrisno,Cirebon,14-07-1946,Perempuan,A,Jalan Sudirman No.54,07/10,Purnawarman,Cibadak,Islam,Belum Kawin,Wartawan,WNI,Seumur Hidup
2658922007621266,Gunawan Wahyudi,Tebing Tinggi,20-07-1962,Laki-Laki,O,Jalan Thamrin No.66,07/18,Kebon Kacang,Cipayung,Hindu,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
4032472209459967,Teguh Saputra,Medan,22-09-1945,Laki-Laki,O,Jalan Gajah Mada No.16,04/22,Sukamaju,Cilandak,Buddha,Belum Kawin,Wiraswasta,WNI,Seumur Hidup
3856795803971264,Murni Wibowo,Surabaya,18-03-1997,Perempuan,A,Jalan Diponegoro No.45,16/09,Sindangsari,Cilandak,Konghucu,Kawin,Pegawai Negeri,WNI,Seumur Hidup
1960191008645956,Budi Sutrisno,Surakarta,10-08-1964,Laki-Laki,AB,Jalan Gajah Mada No.34,08/09,Cibubur,Cibadak,Konghucu,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
1778281112061649,Teguh Saputra,Blitar,11-12-2006,Laki-Laki,AB,Jalan Merdeka No.3,08/16,Kebon Kacang,Cilandak,Kristen,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
1399685809588987,Putri Sutrisno,Cirebon,18-09-1958,Perempuan,A,Jalan Sudirman No.200,17/04,Mekarjaya,Pancoran Mas,Islam,Kawin,Karyawan Honorer,WNI,Seumur Hidup
1699855008764993,Fitri Santoso,Binjai,10-08-1976,Perempuan,B,Jalan Diponegoro No.134,15/18,Tanjungsari,Tapos,Islam,Cerai Hidup,Guru,WNI,Seumur Hidup
1479385903078025,Kartika Wahyudi,Dumai,19-03-2007,Perempuan,AB,Jalan Gajah Mada No.186,07/01,Purnawarman,Cipayung,Buddha,Cerai Hidup,Buruh,WNI,Seumur Hidup
4194374803477076,Dewi Wahyudi,Bandung,08-03-1947,Perempuan,O,Jalan Gajah Mada No.35,07/24,Karanganyar,Beji,Islam,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
3260656702051520,Putri Santoso,Kediri,27-02-2005,Perempuan,O,Jalan Merdeka No.79,17/06,Mekarjaya,Sukajaya,Islam,Belum Kawin,Pegawai Negeri,WNI,Seumur Hidup
1760525412932240,Lestari Pratama,Malang,14-12-1993,Perempuan,O,Jalan Thamrin No.102,06/11,Purnawarman,Cibadak,Islam,Cerai Hidup,Guru,WNI,Seumur Hidup
4243012210543035,Yusuf Sutrisno,Binjai,22-10-1954,Laki-Laki,B,Jalan Diponegoro No.137,09/24,Tanah Abang,Cengkareng,Konghucu,Kawin,Wiraswasta,WNI,Seumur Hidup
1925482705933867,Gunawan Sutrisno,Yogyakarta,27-05-1993,Laki-Laki,O,Jalan Thamrin No.7,12/05,Tanah Abang,Cibadak,Katolik,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
3581551502570033,Teguh Santoso,Depok,15-02-1957,Laki-Laki,A,Jalan Thamrin No.136,04/15,Tanjungsari,Cengkareng,Konghucu,Cerai Hidup,Wartawan,WNI,Seumur Hidup
3950660308560746,Gunawan Saputra,Gianyar,03-08-1956,Laki-Laki,O,Jalan Merdeka No.195,13/24,Desakota,Sukmajaya,Islam,Kawin,Karyawan Honorer,WNI,Seumur Hidup
1128122801533218,Budi Purnomo,Madiun,28-01-1953,Laki-Laki,B,Jalan Gajah Mada No.112,19/07,Kebon Jeruk,Cipayung,Katolik,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
1591095309588671,Dwi Wibowo,Jakarta Timur,13-09-1958,Perempuan,O,Jalan Diponegoro No.163,11/20,Mekarjaya,Cengkareng,Islam,Belum Kawin,Pegawai Negeri,WNI,Seumur Hidup
1145166406062585,Sunarti Wahyudi,Blitar,24-06-2006,Perempuan,O,Jalan Diponegoro No.10,10/13,Tanjungsari,Cibadak,Kristen,Belum Kawin,Pegawai Swasta,WNI,Seumur Hidup
2061390801722916,Yusuf Wibowo,Bukittinggi,08-01-1972,Laki-Laki,AB,Jalan Sudirman No.135,18/01,Sukamaju,Cibadak,Konghucu,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
1685371612991447,Herman Purnomo,Madiun,16-12-1999,Laki-Laki,O,Jalan Diponegoro No.115,10/18,Sindangsari,Tapos,Islam,Kawin,Guru,WNI,Seumur Hidup
1616505708621985,Sunarti Saputra,Kuta,17-08-1962,Perempuan,O,Jalan Merdeka No.105,10/23,Sindangsari,Cengkareng,Buddha,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
1471670911497858,Hendra Santoso,Bontang,09-11-1949,Laki-Laki,A,Jalan Merdeka No.138,17/14,Cibubur,Cipayung,Konghucu,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
1437665905032584,Fitri Purnomo,Denpasar,19-05-2003,Perempuan,O,Jalan Sudirman No.31,16/02,Purnawarman,Cibadak,Buddha,Kawin,Buruh,WNI,Seumur Hidup
2415975510986627,Dwi Setiawan,Semarang,15-10-1998,Perempuan,O,Jalan Gajah Mada No.29,11/21,Kebon Jeruk,Sukmajaya,Kristen,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
2380974305450260,Dewi Sutrisno,Surakarta,03-05-1945,Perempuan,AB,Jalan Gajah Mada No.122,11/20,Purnawarman,Kemayoran,Buddha,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
4192695806533287,Kartika Wahyudi,Singaraja,18-06-1953,Perempuan,AB,Jalan Sudirman No.112,05/12,Cilincing,Cibadak,Buddha,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
3816414112819392,Sunarti Sutrisno,Denpasar,01-12-1981,Perempuan,O,Jalan Diponegoro No.125,06/08,Kebon Kacang,Cibadak,Buddha,Belum Kawin,Buruh,WNI,Seumur Hidup
2744180809474065,Budi Santoso,Kampar,08-09-1947,Laki-Laki,B,Jalan Gajah Mada No.16,16/01,Purnawarman,Beji,Hindu,Belum Kawin,Wiraswasta,WNI,Seumur Hidup
3484112607582354,Budi Santoso,Jakarta Timur,26-07-1958,Laki-Laki,O,Jalan Diponegoro No.109,18/05,Desakota,Sukajaya,Katolik,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
1958911407457950,Wahyu Wijaya,Jakarta Utara,14-07-1945,Laki-Laki,B,Jalan Diponegoro No.178,07/12,Sindangsari,Beji,Kristen,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
4029175301011146,Zahra Purnomo,Sawahlunto,13-01-2001,Perempuan,B,Jalan Merdeka No.98,19/10,Kebon Kacang,Sukajaya,Buddha,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
2886841705863283,Teguh Sutrisno,Tanjungbalai,17-05-1986,Laki-Laki,O,Jalan Gajah Mada No.23,07/11,Sindangsari,Sukmajaya,Kristen,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
1975236507662973,Murni Wahyudi,Singaraja,25-07-1966,Perempuan,A,Jalan Thamrin No.61,19/14,Tanjungsari,Tapos,Buddha,Cerai Hidup,Buruh,WNI,Seumur Hidup
3962264411625533,Zahra Wahyudi,Samarinda,04-11-1962,Perempuan,B,Jalan Sudirman No.46,01/07,Cibubur,Sukajaya,Konghucu,Cerai Hidup,Buruh,WNI,Seumur Hidup
3031880209853745,Wahyu Hidayat,Bogor,02-09-1985,Laki-Laki,O,Jalan Thamrin No.181,19/21,Kebon Kacang,Pancoran Mas,Islam,Kawin,Guru,WNI,Seumur Hidup
4419991606684797,Gunawan Setiawan,Tegal,16-06-1968,Laki-Laki,B,Jalan Diponegoro No.112,18/02,Tanjungsari,Tapos,Katolik,Kawin,Wartawan,WNI,Seumur Hidup
2494914202504514,Lestari Setiawan,Cirebon,02-02-1950,Perempuan,AB,Jalan Gajah Mada No.189,05/02,Purnawarman,Sukajaya,Hindu,Belum Kawin,Wartawan,WNI,Seumur Hidup
3843254205481349,Kartika Hidayat,Gianyar,02-05-1948,Perempuan,O,Jalan Thamrin No.157,13/24,Tanjungsari,Sukmajaya,Hindu,Belum Kawin,Guru,WNI,Seumur Hidup
1569185309912763,Kartika Wahyudi,Kediri,13-09-1991,Perempuan,O,Jalan Merdeka No.93,14/24,Sukamaju,Cipayung,Konghucu,Kawin,Pegawai Swasta,WNI,Seumur Hidup
4254535205934604,Kartika Setiawan,Kutai Barat,12-05-1993,Perempuan,O,Jalan Sudirman No.16,08/07,Desakota,Tapos,Islam,Belum Kawin,Wartawan,WNI,Seumur Hidup
4150382006631019,Budi Wijaya,Siak,20-06-1963,Laki-Laki,O,Jalan Gajah Mada No.162,05/04,Kebon Kacang,Sukmajaya,Islam,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
2946560512972770,Herman Santoso,Kediri,05-12-1997,Laki-Laki,A,Jalan Sudirman No.102,10/14,Kebon Jeruk,Kemayoran,Buddha,Cerai Hidup,Buruh,WNI,Seumur Hidup
2224982610000814,Hendra Hidayat,Sleman,26-10-2000,Laki-Laki,B,Jalan Gajah Mada No.155,01/18,Purnawarman,Pancoran Mas,Kristen,Belum Kawin,Karyawan Honorer,WNI,Seumur Hidup
